sen,label
"EPMI is available to discuss this proposal at your convenience and we will be available on Tuesday, February 20, 2001 to discuss the amounts payable described above.",2
Expect a call from Paul tonight.,2
"FYI, and for us to discuss.",2
Feel free to give me a call to discuss.,2
"For a copy of the proposal, please e-mail Philip Marston, the Project Director, at pmarston@marstonlaw.com.",2
"For additional information related to this program, please visit the $LINK",2
"For any questions or technical support, please send us an email at hello@popset.com.",2
"For more information on our Privacy Policy, please visit the",2
"For more information, please email us at gmsengine@mail2media.net <mailto:gmsengine@mail2media.net>",2
"For your issues to be properly addressed, please send your concerns to support@cloudprohosting.com or visit $LINK to submit a ticket.",2
"George: If you get a minute, could you call to de-brief on the meeting we had the Gruma?",2
Ginger: Could I possibly call you at 4:30 and have you conference me in to the 800 number?,2
Give a call and we can discuss further.,2
Give a call when you get a chance to discuss.,2
Give me a buzz if you want to grab some dinner.,2
Give me a call Tuesday afternoon to discuss (gone to Kelowna golfing for the weekend).,2
Give me a call when you get a chance to look at it.,2
Give me a ring if you have a few minutes and I'll give you the update on what's going on up here (dial 87-7449 in case you've forgotten how to dial us from world headquarters).,2
Give us a call or chat with us today!,2
"Glad to talk to you on Friday and be happy to talk more if you have any other questions, or desire any follow up.",2
"Guys, can you come explain some of this to me including where we stand on the GE issues.",2
"Guys, can you forward your parts.",2
"Guys, can you give me an update on what this deal is about - e-mail would be fine?",2
"Guys, can you put together the folllowing Portfolio/Charter Review for Principal Investing and Energy Capital Resources: a) detail existing portfolio - winners/losers; additions/deletions and overall performance; b) detail market conditions in your markets and any strategy changes following; c) anticipated major transactions in 2001; and d) review charter and detail any proposed changes.",2
"Guys, lets get together to get final resolution to these issues including the peaker fee asap.",2
"Here are the phone numbers you can call if you need any help this evening (or tomorrow, I'm sure).",2
"Hey Z, would you show Beavy how to request the CNG Fuel waivers for July?",2
Hey call me when you're on the net.,2
"Hey what do you think of this one, I even thought we could give what ever ones you won't use for the church's programs on Sunday.",2
Hey what time were you meeting us up at Jock's and Jill's tomorrow?,2
Hey: we meeting tonite?,2
Hi David: Could you give me a call to discuss the project when you get a minute.,2
"Hi Kenneth, We are within a year anniversary attempt to arrange a meeting with you and our CEO Jack Nester in order to present Telecompression, and how we can cut Enron Corp. by hundreds of millions off Long Distance phone bill.",2
Hi Laura: Is it possible to get a copy of the report?,2
Hope you can give us more advice!,2
"How much is the insurance and taxes all together, please itemize!",2
"How's 8 AM PDT, 11 AM EDT? Could you summarize for me precisely what she'd like to discuss?",2
"However, please keep AmeriSave in mind for your next home financing transaction and see why so many of our customers return to us for future home purchases and refinances.",2
I am glad that your trip is postponed - then we will be able to get together.,2
I believe we will want to assign the turbines to an Enron LLC the following week.,2
I can be reached at 713-783-1223 if you want to further discuss scheduling of a meeting.,2
"I can debrief you on the hearing then or if you want to hear it now, give me a call.",2
"I had hoped to briefly discuss this with you in person, as I would want you to understand two points: (1) This role will not prevent me from continuing a very strong focus on the needs of ENA.",2
I had wanted to discuss with you your thoughts on what the criteria should be on which we make that decision.,2
I have included our phone numbers below in case you have any comments you would like to discuss with us.,2
I hope to get this resolved today so we can wrap it up early next week.,2
"I hope we can do more than meet, if possible, let me buy you dinner!",2
I hope we will get to meet in person soon.,2
I hope you can join us.,2
"I know it's your first day back and you are probably swamped, but when you get a chance, please give me a call.",2
"I know that she spoke with you about me, and I wanted to see if you might be interested in getting together sometime.",2
I know that you are busy but this is just a reminder to forward me the calendar that we spoke of earlier.,2
I moved Cindy to March 30th- can you try to move my lunch with Bob to March 28th?,2
I shall be glad to join you.,2
I shall be glad to meet you and help you with the project.,2
I shall be glad to meet you for lunch next week.,2
I shall call you tomorrow about it.,2
I shall call you tomorrow to discuss the details.,2
I shall give you a call tomorrow to set up a meeting.,2
I think we may play golf on Friday.,2
I wanted to see if we could set up a time to meet next week concerning my PRC review.,2
I was wondering if it would be possible for you to write a letter of recommendation for me?,2
I was wondering if we could schedule a conference call to discuss the form of these agreements.,2
"I will be in Sacramento on Monday, June 4th and would like to discuss our proposal with you further if you would find it useful and if your schedule permits.",2
I will be in the Global Finance PRC all day tomorrow so can you present Guille in the ESA Directors/ GM PRC?,2
I will call you before the end of the week to discuss this recommended approach.,2
I will call you tomorrow and would like to throw out an idea regarding an on-going resource for operations in London.,2
I will try to send you a list of topics that I would like to cover by the end of the day tomorrow to give us a starting point.,2
I will wait to hear from you Monday morning re: 1st meeting.,2
I would appreciate if you could please let me know where you stand with the agreement to release both me and Enron from the obligations contained in my employment contract.,2
"I would appreciate it if you could spend a few minutes and provide me with some details about your application and what OCR requirements you have, so I can help determine if the MSDK is the correct product for you.",2
I would appreciate it if you would give Sam a call.,2
"I would appreciate the opportunity to discuss it with you to get your input, etc.",2
I would be grateful if you could call me as soon as possible at the following numbers:,2
I would like the opportunity to be together with everyone -- maybe we could send them on a nice dinner just the two of them and the rest of us could have fun one night!,2
"I would like to ask you to help me with this matter and try to set my termination date after December 9, i.e. at the earliest next Monday.",2
I would like to discuss it with you tomorrow if you are available in person or by phone.,2
"I would like to discuss the entire process chain as part of the timelines, personnel responsibilities and key action items.",2
I would like to discuss with you an offer to lend a large amount of capital to your firm.,2
"I would like to get together with you, Mary Solmonson and James Scribner to begin work on the model for scoping high, low and expected cases around the commercialization opportunities for mid and back office services.",2
"I would love to hear from you, reply to this email and let me know what obstacles you are experiencing in your online ventures.",2
I would really appreciate it if you could spare a minute of your valuable time and take our short survey.,2
I'd like to discuss with you two as soon as possible.,2
I'd like to see you tonite before I leave if you're available.,2
"I'd suggest that we set up the briefing with Ken for Tuesday afternoon, given that we've got a lot to do between now and then.",2
"I'll be out the rest of the week, but maybe when I get back we can chat again on the phone, and maybe pull Edmund in, because before Edmund got sick, we were pretty much in agreement on how he was supposed to respond about Americas countries and how I should respond about European countries.",2
"I'll call you tomorrow, if you're around.",2
I'll see if we can set up a meeting on Thursday the 2nd.,2
I'll work on the transfer price agreement today or this weekend so we will have something to discuss.,2
"I'm going to Las Vegas next week, so we'll have to get together some time after next week.",2
If Cameron has to work are you available?,2
"If any of you are interested in going to the Mass, let me know and we can make plans together.",2
"If it works better, we can discuss on Tueday morning/early afternoon.",2
"If it works for you, I'd be happy to come to your office on either day to meet and catch up.",2
"If not, are you available at about 3 PM houston time to discuss same?",2
"If not, do you want to meet this weekend for a wee bit to discuss? i'm in town.",2
"If not, please forward it on to the right person and let me know who that is.",2
"If nothing happens when you click this link, please copy the link above and paste it into your web browser.",2
"If questions arise around an EOL deal, please make sure that your audience (traders, myself, etc.) knows that your are discussing an EOL trade.",2
"If so, Linda, would it be possible to have overnighted to me ""official versions"" of the letters?",2
"If so, do you want me to meet you there?",2
"If that date doesn't work, would you please include my assistant, Twanda Sweet, on the distribution, given that I will be out at the law conference for the rest of the day and tomorrow?",2
"If the link above does not work, please move the message to your inbox.",2
"If the link does not open, please paste it directly into your browser and press Enter.",2
"If there's other stuff you need, or if you'd like to discuss, don't hesitate.",2
"If they are OK, pls post it and email the final back to me.",2
"If this describes you, please join us on Thursday, November 29th .",2
"If this is not feasible, please let me know.",2
"If we don't talk between now and Thursday, we'll talk then.",2
If you are free one evening we can have dinner together.,2
"If you are going to be in town and would like to see Mark, please let me know and I would be happy to make arrangements.",2
"If you are, when do you talk to Skilling, and would you want to schedule something around that, or sooner?",2
"If you can get away during the week to ski, that would be awesome.",2
"If you can get through a tenth of that in 5 minutes, you are much quicker than I! Also, in an amazing coincidence, your outline looks very similar to MKM's speech for the Canuck gas conference next week.",2
"If you consider you have the inquired skills and would like to be approved for this job or would like to discuss it, please reply to this email and indicate your interest.",2
"If you don't want to read any further, just head over to $LINK",2
"If you get a free minute, can you give me a call to discuss.",2
If you happen to be in Houston on November 5th we would enjoy having you join us for the walk.,2
"If you have a chronic condition, you should talk to your health care provider about how to minimize your risk before you get pregnant.",2
"If you have a different view, lets discuss at your earliest convenience.",2
"If you have any trouble, just reply to this email and we'll help you out.",2
If you have multiple children in multiple classrooms be sure to create a Ring for each class.,2
"If you have problems viewing quotes online or you would like to speak directly to a licensed agent, call the number below:",2
"If you need our assistance during your usage, email us and we will be happy to help you.",2
"If you no longer want to apply, go to: $LINK to retrieve and delete your application.",2
"If you should need any further information, please contact me at 713-334-2887 or 713-302-9570.",2
"If you use GMail, can you do me a quick favor?",2
"If you want me to take care of her, let me know.",2
"If you want to attend, let me know, and we will get tickets.",2
If you want to discuss further let me know.,2
"If you want to give me a call when you have a minute, I'll conference in Mark from Aron, and we'll just confirm all this.",2
If you want to meet today that would be fine.,2
"If you were unable to confirm your personal information and do not have access to your account, please call us at (855) 331-9531 and select option 2 in order to verify your identity.",2
"If you would like to discuss this further, please give me a call.",2
If you would like to meet to discuss this let me know and we'll set up a time.,2
"If you would like to speak directly to a licensed agent, call this number and we can help:",2
"If you'd like to attend, should we call you from the conference room?",2
"If you'd like to discuss it further, I'd be happy to talk about it.",2
"If you'd like to discuss, feel free to give me a call at 415.782.7822.",2
"If you'd like to have a conversation that doesn't include the whole gang on the conference call about the Brattle Group stuff, give me a call and we can have a calmer, more detailed discussion without all the noise.",2
"If you'd prefer to call us to discuss your options, you can reach us at 888.486.4722.",2
"If you're not interested in receiving emails from me ever again, you may let me know here.",2
"If your do not see our email in 15 seconds, please go to http://www.enerfax.com",2
"If your kids will be able to attend, let me know.",2
"If your schedule were to free up suddenly, just give me a call and I can see if I could change mine to have lunch sooner.",2
"In the meantime, can I order a case of coast zin and one of cab for pick up and payment this weekend, too?",2
"In the meantime, please take a moment to spread the word.",2
"Instead, please send messages to our customer service team at customerservice@creativeedge.com",2
Is it possible to get a login ID and password to get into the CERA site?,2
Is next week too late for meetings?,2
Is there any chance that Lisa could get a phone in your meeting room so that I could participate by conference call?,2
Is there anything in addition to the information we included in the letter to Lynch (or that is already be publicly available) that FERC might use in its investigation and that we ought to target for public release?,2
It would be great if we could entertain you for lunch as part of the visit.,2
It would be great if we could talk this week.,2
"It would be nice if you could be at my dinner, since I probably won't know anyone else.",2
"Janelle, I was hoping that maybe we could find a half hour to discuss your thoughts on your current role.",2
"Jeff, I would like to discuss this with you and your plans in gas.",2
"Jim, lets get together in the next week or so to discuss progress.",2
John I would like to sit with you a couple days this week if you'll let me.,2
"John, can you arrange this call?",2
Julie - Please check these deals for the correct contract/terms.,2
Just please have a relationship w/ me.,2
"Kay, can you set up a dinner with Randall.",2
"Kevin, I would like more detail on these issues of which I was not aware - lets discuss next week.",2
"Laura, I know you are busy but I need your plan submission asap so that we can discuss and finalize.",2
Leave me a voicemail and let me know how the meeting goes.,2
Let me know about that weekend.,2
Let me know how you 'd like to proceed and please give my sincere apologies (and best) to Laura.,2
Let me know if HR can not produce that for you and I can get you a copy.,2
Let me know if one afternoon this week works for you.,2
Let me know if we need to resend.,2
Let me know if you don't have anything by tomorrow.,2
Let me know if you get my attachments.,2
"Let me know if you want a copy of the note describing that process, which was sent by Cindy Olson a few weeks ago.",2
Let me know if you want to make changes.,2
Let me know what the outcome of the meeting is.,2
Let me know what you hear from Mark or Tim about their discussion.,2
Let me know what you schedule.,2
"Let me know what you think...I may go do my long run on Sunday, if you're doing one too, maybe we can meet for breakfast...",2
Let me know when you have the right memory available to install.,2
Let me know when you want to talk dates.,2
Let me know when you would like to discuss the value that GA brought to our pipeline group.,2
Let me know you got these.,2
Let me know your impressions after the meeting.,2
"Let me know, and then we can firm up discussions topics and agendas.",2
Let us know if we can better support your email provider's spam features!,2
Let us know what kinds of stats you'd like to see!,2
Let's discuss a bit more.,2
Let's discuss a bit.,2
"Let's discuss first thing, before the day gets nuts.",2
Let's discuss if there are any problems.,2
Let's discuss on Monday.,2
Let's discuss this sometime this am.,2
Let's discuss this with Ann Elizabeth next week.,2
Let's get together for lunch some time.,2
Let's meet at Westin Oaks next to the reception around 6:30 p.m. Thursday.,2
Let's meet for lunch when you get back to the office.,2
Let's meet on Wednesday or Thursday this week.,2
Let's meet with Jeff Shankman to discuss the agenda.,2
Let's please discuss this one long and hard before making an decision.,2
"Let's schedule a meeting for Mark Taylor, you and me with the consultant who we already had conversations with.",2
Let's talk and maybe I can get the Bryson meeting rearranged.,2
Let's talk first thing in the AM to discuss.,2
Let's try to get together today or tomorrow.,2
Make sense for me to attend the meeting?,2
"Mark, you should be there if possible.",2
Marylyn Do you have a problem with me taking this to the prayer ministry tonight?,2
"Maureen, can you print out for Steve, too?",2
Maybe on Ben's layover we can have a discussion about where we go from here from a schedule standpoint.,2
Maybe we can discuss in the am.,2
Maybe we can have a discussion then?,2
"Mike, lets discuss just after Wayne and I get together to discuss the technical book or in conjunction.",2
"Mike, please give me a call at 3-0977 and we can set up a time that is good for you to observe.",2
"Mr Kean has had me underwater since last Thursday night, but I'll resurface tomorrow, at which time we can catch up on a number of things, including bills.",2
My high score right now is 3.61 miles... let me know if you're able to beat it.,2
My phone # is below so if you need to call me please do so.,2
Norm would you mind visiting with Ms. Bernacik and explaining to her the difference between the excavation area where the underground tanks were removed and the landfarm area?,2
"Now don't shoot me, but I was wondering if it might be possible to have the meetings on Thursday mornings.",2
"Now that we sent the first blow, lets get everyone together to discuss our future steps.",2
"On the power plant, I've got a couple of guys you need to talk to.",2
"On your other issue, I understand and we'll discuss.",2
Or I could discuss these issues after 8:00 p.m. Let me know when you would like to talk and if you continue to have issues in this regard.,2
Or do you write in English American now?,2
Or we could have lunch or a beer after work on Thursday or Friday when I'm back from Portland.,2
Or we could meet at a non-I-House place during the break and catch up if you like.,2
"Otherwise, I shall be glad to join you.",2
Our meeting start at 7pm but we really don't get started praying until 8pm so if you want to touch and agree with us around that time that would be great.,2
P.S - If you want to get your whole team or department set up with Openera - let me know and I'll get you early access to our Teams edition.,2
P.S. Please do this ASAP as customer is scheduled to leave at 4pm today.,2
Perhaps you should consider it.,2
"Peter: Please send these updates to Lance Schuler, Travis McCullough and me going forward.",2
Please ACTIVATE YOUR Free ACCOUNT $LINK right away and tell us where to send your check!,2
Please Complete Your Registration Here:,2
Please accept our apologies and this extended = deal.,2
Please accept our apologies for the inconvenience.,2
Please activate this link for saving your appjog data.,2
Please be informed that you have a joining date on 05/20 in Equinox and you did not show up last 05/20 to join the ship.Can you please advise what is your valid reason.,2
Please book it for 3 nights--thurs/fri/sat.,2
"Please book me SF/NYC round trip,leaving Tues 8.2.01 at 9:15 am, returning on sunday taking the 4:15 pm from NYC.",2
Please call & I can give you Sally's available time if she needs to attend.,2
Please call him to discuss.,2
Please call me so that we may discuss.,2
Please call me to discuss your question.,2
Please call me to discuss.,2
Please call to discuss any of this at any time.,2
Please call to discuss at your convenience.,2
Please check Your Site right away.,2
Please check and update your billing information as soon as possible to ensure that your membership continues uninterrupted.,2
Please check on those marked below,2
Please check the dates for that OpRisk seminar in New York and put those on my calendar tentatively.,2
Please check the gd swap cheyenne positions for March.,2
Please complete the attached file as discussed over the phone.,2
Please confirm your Bdrive account by clicking this link:,2
Please confirm your Twitter account,2
Please confirm your Twitter account by clicking this link:,2
"Please confirm your email address by clicking the link below, it only takes a second.",2
"Please confirm your interest in a chance to win $50,000 for FREE by copying the link below into your browser:",2
Please confirm your plans to attend the meeting and the dinner to David Winn at dwinn@swlegal.org <mailto:dwinn@swlegal.org> .,2
Please confirm your request and activate your account below:,2
Please consider supporting the Smartr team by checking out our new app.,2
Please consider the environment before printing this email.,2
Please consult your financial institution regarding when the credit will be posted to your account.,2
Please coordinate with James so that your agendas are in sync (in case of potential overlap) so that we don't convey a right hand/left hand lack of coordination.,2
Please delete all the files from your hard drive and > manually forward this virus to everyone on your mailing list.,2
Please delete me from your e-mail list.,2
"Please describe in detail, the downstream capacity available to transport this gas.",2
Please describe the steps to reproduce the bug:,2
Please discuss this with Morgan.,2
Please disregard the prior e-mail.,2
Please do not contact unless you are 21 years old.,2
Please do not delete the account and device information below as it will aid us with your support needs.,2
Please do not forward this to them.,2
Please do not submit a duplicate registration as it will delay the approval process.,2
Please do not waste anymore time because right now you have the chance to download your copy for free but that is ending soon.,2
Please don't count December out as a possible start time for the special session.,2
Please don't hestitate to call me if you want to discuss anything in more 20 detail.,2
Please download updates for your iPhone and iPad today.,2
Please download your free ebook SEO Tips: 5 Things Every WordPress Owner MUST Know here:,2
Please e-mail your additions to Janette for her to compile.,2
Please email me at natasha.stevenson@davidco.com to find out how.,2
Please email publics@davidco.com to find out how.,2
Please email us at publics@davidco.com to find out more.,2
Please email us for details: Diego@jobin-usa.com,2
Please email us for details: Eldon@job-googleapps.com,2
Please enable both prior to beginning the survey.,2
"Please enjoy 25% off* any regular priced items with coupon code 251408768 through 11:59 pm PT, Tuesday, August 27th, 2013.",2
Please familiarize yourself with our Safety tips,2
"Please fax the Friday ""package"" and the final Q2 numbers.",2
Please fax the Friday package and the final Q2 numbers.,2
Please fill him in on your discussions to date.,2
Please fill in the few blank fields including your first and last name and your funds will be deposited shortly.,2
Please fill in the fields:,2
Please fill out this survey between May 6 and May 24 and rate NJ TRANSIT on the mode of transportation you travel most frequently.,2
"Please fill out this survey between November 11th and December 2nd, 2013 and rate NJ TRANSIT on the mode of transportation you travel most frequently.",2
Please find my resume and cover letter attached.,2
Please find my resume attached.,2
Please find the attached OPML file.,2
Please find the attached file which was generated by ExcelContacts.,2
Please find the attached file which was generated by ExcelMail.,2
Please find the corresponding buttons and items in your language.,2
Please follow the steps below to submit a refund request:,2
"Please follow up with these guys and try to schedule for this afternoon, around 5:45.",2
Please forward a job scope for Jen and Craig.,2
"Please forward this information to any one you know who might benefit from a better understanding of energy derivatives, weather risk, gas-to-electricity arbitrage or electric power trading.",2
"Please forward this to any other Enron participants to review prior to our conference call with John Fielder, November 1, 2001, 11:00 a.m.",2
Please forward this to the appropriate person.,2
Please forward to Bev.,2
Please forward to Jeff.,2
Please forward to me so I can review the opinion and get final approval for the deal.,2
Please forward your e-mail to the rest of the ogc to facilitate discussion.,2
Please forward: Room Change,2
Please get it scheduled.,2
Please get this for Mark.,2
Please get with Jennifer Sabine and go over these issues with her.,2
Please get with the East Desk on this.,2
Please give Michelle Cash a call or Karen Jones in Portland.,2
Please give me a call ASAP on marketing affiliate issue on TW Enron Online deal.,2
Please give me a call and we will discuss the issues surrounding this new structure and the best way to communicate it to those involved to make this the most effective.,2
Please give me a call if you would like to discuss this.,2
Please give me a call so we can help Steve with his script for when he calls Langley.,2
Please give me a call when you get a chance to discuss the schedule I sent earlier.,2
Please give me a ring at your convenience.,2
Please give me access to execute on EOL for the Short-Term Main book.,2
Please give me your comments on this so we plan our strategy.,2
Please give me your correct address so I can mail you the copy of the cheque.,2
Please give my EOL id the ability to trade Canadian Gas products.,2
Please give your thoughts on this.,2
Please go to the following page to complete the verification process:,2
Please have Matt email the ops reports to my lotus.,2
Please help us out by taking the survey:,2
Please include Bill Bradford if possible.,2
Please include the following email addresses on the bidweek pricing data distribution list.,2
Please include the name of a contact person that Kim will need when she gets to the event.,2
Please join us in wishing Alfonso all the best in his new life.,2
Please keep in mind that I have not had a chance to discuss this proposal 20 internally.,2
Please keep this e-mail for your records.,2
Please keep this email for your records.,2
"Please let Brent know that I will be on vacation on Monday, November 20th.",2
Please let me know how to get into it as I've got about a hundred reviews to do and I'll be on the road constantly for a couple weeks.,2
Please let me know if tomorrow am works for you.,2
"Please let me know if you are available to meet on Monday, Jan. 22nd at 4:30 p.m. or Wednesday, Jan. 24th at 11:15 a.m.",2
Please let me know if you are available today to discuss this transaction with Sr. Jacoby and me.,2
Please let me know if you will be available to attend.,2
Please let me know if you would be open to scheduling a thirty-minute introductory call in the next few business days to talk in more detail.,2
"Please let me know if you would like further information, or if you would like to setup a meeting to review RedDot in action directly with your own Enron Corp website.",2
"Please let me know if you'd like to do Opus, and I'll get on it pronto.",2
"Please let me know of some days/time-slots that are open to you in the next couple of weeks, and we will try and firm up the visit.",2
Please let me know when our new socal and pg&e index descriptions are available.,2
Please let me know when we can get these contracts assigned.,2
Please let me know when you can send the maps.,2
Please let me know when you can spare 15 minutes of your valueable time to have a chance to meet with you and help you in scoping of a project which can increase your productivity multifold.,2
Please let us know what you think about Audiogalaxy Mixes and our new sharing features.,2
Please log in to $LINK,2
"Please login, complete the payment information and your full service will be activated!",2
Please look over all your information..,2
Please look over this and get back with me on any changes you would like to make.,2
Please maintain confidentiality of this notification for your utmost protection.,2
Please make a few minor changes to the Scal product.,2
Please make the return on Sunday earlier.,2
"Please make your electronic pledge no later than Friday, August 17.",2
Please manage through PR - Dorie Hitchcock - she will require an agenda as part of the approval process.,2
Please open it with a modern email client.,2
"Please prepare drafts of the slides suggested in the attached ""agenda slide"".",2
Please print the email and the attachments.,2
Please print this page for your records,2
Please provide me with information about this deal asap.,2
Please provide your name for the credit :,2
Please purchase one of our mobile apps.Buy our mobile apps here:,2
Please put Mike on my calendar for Thursday lunch next week.,2
Please reach out to me directly and tell me what you think.,2
Please read on for more detailed agenda and information related specifically to each event.,2
"Please read the attached letter, which is the one that we sent to Dunn last week.",2
Please refer to the email application number - 104J-FUNDS-4532A.,2
Please refer to the letter for the credit amount.,2
Please refer to the letter for the final amount credited to your Wells Fargo account XXXXXXXXX2159.,2
Please reply this back to Kay Chapman and myself.,2
"Please reserve a conference room for up to 7 people for 1 hour on Wednesday, April 12th around 2:30pm.",2
Please respond to our survey.,2
Please retain a copy of this email for your records.,2
Please retain the login and password you created.,2
Please return to the site and log in using the following information.,2
Please review your complete payment schedule and recent policy changes by logging into your policy using your email address and password at:,2
Please run a report from the transport model so that I may see the changes to the delivery points.,2
"Please save this email for your records, as it contains important purchase and software activation information.",2
Please save this information for future reference:,2
Please schedule 30 minutes with Janette.,2
Please see coupon terms & conditions for more details.,2
Please send a copy of the plan to the OGC and work with Janette to schedule a meeting of the OGC to review the plan and get buy-in across the group.,2
Please send a reply so that we will know if we are operational before we start sending the data out in bidweek.,2
Please send an e-mail to support@monkeyquest.com if this email has reached you by mistake.,2
Please send it to me again so I can follow up.,2
Please send me a brief description of what ICor does.,2
Please send me a copy of the memorialized points you created relative to Mr. Stubley's brief training session.,2
Please send me an email letting me know if you will attend in person or via conference call.,2
Please send me the Meta ID.,2
Please send me the NN and TW operating reports from the minutes of the last meeting.,2
Please send me the Oglethorpe activity in excel for Dec 2000.,2
Please send me the Ogy invoice for March.,2
Please send me your resume or call me.,2
Please send out from you and me.,2
Please send the CNG stuff to,2
Please send the sources of our ferc CA analysis to becky cantrell.,2
"Please set the meeting up with Alan, Dan and me.",2
Please set up a 30 minute meeting with Cathy 36898 and we can go through it and i;ll give you a copy of all info.,2
Please take a few minutes and tell use how your experience has been so far.,2
Please take a few minutes to complete a short survey about the website.,2
Please take a look and let's discuss ASAP (Monday?) so we can get if on file at the CPUC.,2
Please take a look at these and give me a call.,2
Please take a minute to update POP and it be back to normal.,2
Please take a moment to answer one simple question by clicking either link below:,2
Please take a moment to complete this survey about your experience.,2
Please take a moment to complete your profile and execute your first sync to start enjoying the powerful features of Bookmark.,2
Please take a moment to rate this email:,2
Please take a moment to read BlackBerry's Privacy Policy found,2
Please take a moment to review the following steps to ensure timely processing and awarding of financial aid.,2
Please take a moment to verify your email.,2
Please take some time to read through everything and let us know what you think.,2
Please take two minutes to fill out this quick survey: $LINK,2
Please tap here to restore this backup to SmartTime Plus.,2
Please tell us a little about yourself by indicating your travel interests.,2
Please tell your friends and family to sign up for their FREE account at $LINK,2
Please try it: $LINK,2
Please update your 2001 budget to incorporate this new iniative.,2
Please use the following url to access your mailed notes:,2
Please use this activation code to verify your email address on the CellSpin website and activate your account.,2
Please use this link to manage your account.,2
Please use this method only if web access is not available.,2
"Please use your internet browser to access the URL address http://www.pge.com/pipeline and read the file called ""INSIDEtracc Access Goes Web!"" (Click on Archive of previous News Articles at the bottom of the PipeRanger home page.)",2
Please validate your email address by going here:,2
Please verify your email address by copying and pasting the following link into your browser: $LINK,2
Please view it here - $LINK,2
Please view this newsletter at: $LINK,2
Please visit $LINK to use our applications.,2
Please visit RCLCrewTravel or the RCLCrewTravel mobile app to obtain the latest information.,2
Please visit the Settlement website for detailed information on how to submit a valid Exclusion Form or objection.,2
Please visit the webpage below in order to read this message in your webbrowser:,2
Please visit this blog entry for more details;,2
Please welcome our new partner Sneakpeeq.com,2
"Please, call me at 713 853 3848 on Thursday or Friday.",2
"Please, call me on Monday and we shall set u a conference call.",2
"Please, give me a call Tuesday morning and I shall carve out an hour from my schedule to discuss the paper.",2
"Please, let me know what would be convenient time to meet.",2
Pls get me to Hou. on the Thur.,2
Pls talk to Bill lets get something set up here.,2
Presume we'll talk tomorrow re: Cal solution?,2
Remember to look at your school schedule so we can book our flights to Kansas.,2
"Rick, if your schedule permits, could you participate in the first five-ten minutes of the daily EES call (10 AM CST) to give those folks a brief snapshot of what happened?",2
"Rob, I need your re-submission of the plan document including goals and objective asap so that we can have a final discussion and finalize.",2
"Rob, lets discuss.",2
"Roger, if EPA has approved other alternate methods for determining sulfur in fuel gas, can you approve of these for our sulfur methods?",2
"Scott, you need to make your own call on that one - I think you could add value in either.",2
See who wants to meet you.,2
"Select what type of card you would like, you could get a new card even if you have less than perfect credit.",2
Shall we meet at your house or mine and at what time?,2
Shall we try to get the Enron groups together to discuss the approach we want to take with GE in our next phone call?,2
Should we compare notes (via email) on questions 3&4 by tomorrow (Sunday) before lunch?,2
Should we make arrangements for lunch?,2
Since we are both big rich types you want to go to dinner tonight?,2
So we need to meet or I need more info from you to get a good idea of exactly what you want.,2
Steve: Let me know if you'd like to discuss.,2
Take a look at the file and then we can discuss how to combine this with current pipeline capacity and future expansions.,2
"The appearance of your site might be slightly changed however, so please review it.",2
The attached résumé was created using the ResuM8 app by Career Marketing Specialists Inc. - please visit ResuM8.net,2
The three of us probably need to get together and discuss tactics around a number of issues.,2
"Then, maybe we can get together and discuss other changes we need to make.",2
To be sure there is no abuse with your email please confirm your registration by clicking following Link:,2
"To do this, please open the following link in your web browser:",2
"To let us know your decision about returning, please call us at 877-500-3587, today between 9 a.m. and 9 p.m. ET—it only takes a few minutes if you act now!",2
"To view your ScanBizCards reminders in Google Calendar, please follow these steps:",2
Toni: give me a call so we can discuss Josh.,2
Toni: please make the offer to Josh Chapa asap.,2
Tony--pls cover for us.,2
"Twadna, would you please print and then file Ecogas (not due diligence file) for me.",2
"Twanda, would you please make that change and run executables?",2
"Twanda, would you please print this for me?",2
"Twanda, would you please save these to my form directory and print them out for me?",2
"Twanda, would you please set up this meeting for me?",2
"Unless that is going to create problems, would you mind letting them know that I'm coming.",2
"We also need ro insert discussion about relation of peak to offpeak prices, as a 3:2 ratio, which is not what other parties have proposed.",2
We are going to meet with the specialist next week.,2
We are supposed to meet every Friday at 8:00 a.m.,2
We are walking distance from Enron! Please give us a call at 713-222-7667.,2
We can ask Ed on Wednesday.,2
We can discuss further on Tuesday.,2
We can discuss further when I'm in Houston tomorrow and Friday.,2
"We can discuss these comments, if you want, or just incorporate them.",2
"We can discuss what you see as the most efficient path forward, and any additions, etc, you think are necessary.",2
We can discuss when I'm in later this week.,2
We can meet at my meager apartment if you like.,2
"We can meet at my office if you'd like, or at a cafe.",2
We can start discussions with the targets in a few days.,2
We can talk more tonite about our somewhat loose but thus far effective means for getting these things done every week.,2
We can try this week if you're available.,2
We could discuss that and other suggestions at the meeting on Sunday.,2
We could discuss there.,2
We currently need survey takers from United States of America so we hope you join right away to start taking paid surveys so we can fill some of our open survey positions.,2
"We don't want to ruin the surprise, so proceed to the link below and find out what can soon be yours.",2
We have a rough roadmap of new features we would like to add but we need your help.,2
"We have invited the team to dinner Thursday, 7:00 p.m. Would you loike to join us?",2
We love getting the opportunity to meet with you guys and,2
We love hearing from you so please provide your feedback and comments.,2
We need to discuss the Federal Power Act and checking the box.,2
We need to send a check to the agency to cover ourselves prior to the April 30 deadline.,2
We shall be very glad to meet you.,2
We shall call you to schedule a meeting to review the product.,2
